ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,ProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,Description,StartDate,EndDate,Status,ProductSubcategoryName,ProductSubcategoryAlternateKey,ProductCategoryKey,ProductCategoryAlternateKey,ProductCategoryName
246,FR-R92R-48,14,LB ,CM ,"HL Road Frame - Red, 48",868.6342,True,Red,500,375,1431.5,48,48-52 CM,2.16,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01,,Current,Road Frames,14,2,2,Components
247,FR-R92R-52,14,LB ,CM ,"HL Road Frame - Red, 52",747.9682,True,Red,500,375,1263.4598,52,48-52 CM,2.2,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
248,FR-R92R-52,14,LB ,CM ,"HL Road Frame - Red, 52",722.2568,True,Red,500,375,1301.3636,52,48-52 CM,2.2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
249,FR-R92R-52,14,LB ,CM ,"HL Road Frame - Red, 52",868.6342,True,Red,500,375,1431.5,52,48-52 CM,2.2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01,,Current,Road Frames,14,2,2,Components
250,FR-R92R-56,14,LB ,CM ,"HL Road Frame - Red, 56",747.9682,True,Red,500,375,1263.4598,56,54-58 CM,2.24,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
251,FR-R92R-56,14,LB ,CM ,"HL Road Frame - Red, 56",722.2568,True,Red,500,375,1301.3636,56,54-58 CM,2.24,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
252,FR-R92R-56,14,LB ,CM ,"HL Road Frame - Red, 56",868.6342,True,Red,500,375,1431.5,56,54-58 CM,2.24,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01,,Current,Road Frames,14,2,2,Components
253,FR-R38B-58,14,LB ,CM ,"LL Road Frame - Black, 58",176.1997,True,Black,500,375,297.6346,58,54-58 CM,2.46,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
254,FR-R38B-58,14,LB ,CM ,"LL Road Frame - Black, 58",170.1428,True,Black,500,375,306.5636,58,54-58 CM,2.46,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
255,FR-R38B-58,14,LB ,CM ,"LL Road Frame - Black, 58",204.6251,True,Black,500,375,337.22,58,54-58 CM,2.46,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01,,Current,Road Frames,14,2,2,Components
256,FR-R38B-60,14,LB ,CM ,"LL Road Frame - Black, 60",176.1997,True,Black,500,375,297.6346,60,60-62 CM,2.48,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
257,FR-R38B-60,14,LB ,CM ,"LL Road Frame - Black, 60",170.1428,True,Black,500,375,306.5636,60,60-62 CM,2.48,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
258,FR-R38B-60,14,LB ,CM ,"LL Road Frame - Black, 60",204.6251,True,Black,500,375,337.22,60,60-62 CM,2.48,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01,,Current,Road Frames,14,2,2,Components
259,FR-R38B-62,14,LB ,CM ,"LL Road Frame - Black, 62",176.1997,True,Black,500,375,297.6346,62,60-62 CM,2.5,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
260,FR-R38B-62,14,LB ,CM ,"LL Road Frame - Black, 62",170.1428,True,Black,500,375,306.5636,62,60-62 CM,2.5,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
261,FR-R38B-62,14,LB ,CM ,"LL Road Frame - Black, 62",204.6251,True,Black,500,375,337.22,62,60-62 CM,2.5,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01,,Current,Road Frames,14,2,2,Components
262,FR-R38R-44,14,LB ,CM ,"LL Road Frame - Red, 44",181.4857,True,Red,500,375,306.5636,44,42-46 CM,2.32,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
263,FR-R38R-44,14,LB ,CM ,"LL Road Frame - Red, 44",187.1571,True,Red,500,375,337.22,44,42-46 CM,2.32,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
264,FR-R38R-48,14,LB ,CM ,"LL Road Frame - Red, 48",181.4857,True,Red,500,375,306.5636,48,48-52 CM,2.36,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
265,FR-R38R-48,14,LB ,CM ,"LL Road Frame - Red, 48",187.1571,True,Red,500,375,337.22,48,48-52 CM,2.36,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
266,FR-R38R-52,14,LB ,CM ,"LL Road Frame - Red, 52",181.4857,True,Red,500,375,306.5636,52,48-52 CM,2.4,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
267,FR-R38R-52,14,LB ,CM ,"LL Road Frame - Red, 52",187.1571,True,Red,500,375,337.22,52,48-52 CM,2.4,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
268,FR-R38R-58,14,LB ,CM ,"LL Road Frame - Red, 58",181.4857,True,Red,500,375,306.5636,58,54-58 CM,2.46,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
269,FR-R38R-58,14,LB ,CM ,"LL Road Frame - Red, 58",187.1571,True,Red,500,375,337.22,58,54-58 CM,2.46,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
270,FR-R38R-60,14,LB ,CM ,"LL Road Frame - Red, 60",181.4857,True,Red,500,375,306.5636,60,60-62 CM,2.48,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
271,FR-R38R-60,14,LB ,CM ,"LL Road Frame - Red, 60",187.1571,True,Red,500,375,337.22,60,60-62 CM,2.48,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
272,FR-R38R-62,14,LB ,CM ,"LL Road Frame - Red, 62",181.4857,True,Red,500,375,306.5636,62,60-62 CM,2.5,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
273,FR-R38R-62,14,LB ,CM ,"LL Road Frame - Red, 62",187.1571,True,Red,500,375,337.22,62,60-62 CM,2.5,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
274,FR-R72R-44,14,LB ,CM ,"ML Road Frame - Red, 44",352.1394,True,Red,500,375,594.83,44,42-46 CM,2.22,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
275,FR-R72R-48,14,LB ,CM ,"ML Road Frame - Red, 48",352.1394,True,Red,500,375,594.83,48,48-52 CM,2.26,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
276,FR-R72R-52,14,LB ,CM ,"ML Road Frame - Red, 52",352.1394,True,Red,500,375,594.83,52,48-52 CM,2.3,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
277,FR-R72R-58,14,LB ,CM ,"ML Road Frame - Red, 58",352.1394,True,Red,500,375,594.83,58,54-58 CM,2.36,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
278,FR-R72R-60,14,LB ,CM ,"ML Road Frame - Red, 60",352.1394,True,Red,500,375,594.83,60,60-62 CM,2.38,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
279,FR-R38B-44,14,LB ,CM ,"LL Road Frame - Black, 44",176.1997,True,Black,500,375,297.6346,44,42-46 CM,2.32,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
280,FR-R38B-44,14,LB ,CM ,"LL Road Frame - Black, 44",170.1428,True,Black,500,375,306.5636,44,42-46 CM,2.32,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
281,FR-R38B-44,14,LB ,CM ,"LL Road Frame - Black, 44",204.6251,True,Black,500,375,337.22,44,42-46 CM,2.32,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01,,Current,Road Frames,14,2,2,Components
282,FR-R38B-48,14,LB ,CM ,"LL Road Frame - Black, 48",176.1997,True,Black,500,375,297.6346,48,48-52 CM,2.36,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
283,FR-R38B-48,14,LB ,CM ,"LL Road Frame - Black, 48",170.1428,True,Black,500,375,306.5636,48,48-52 CM,2.36,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
284,FR-R38B-48,14,LB ,CM ,"LL Road Frame - Black, 48",204.6251,True,Black,500,375,337.22,48,48-52 CM,2.36,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01,,Current,Road Frames,14,2,2,Components
285,FR-R38B-52,14,LB ,CM ,"LL Road Frame - Black, 52",176.1997,True,Black,500,375,297.6346,52,48-52 CM,2.4,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,,Road Frames,14,2,2,Components
286,FR-R38B-52,14,LB ,CM ,"LL Road Frame - Black, 52",170.1428,True,Black,500,375,306.5636,52,48-52 CM,2.4,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
287,FR-R38B-52,14,LB ,CM ,"LL Road Frame - Black, 52",204.6251,True,Black,500,375,337.22,52,48-52 CM,2.4,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01,,Current,Road Frames,14,2,2,Components
417,FR-R72Y-38,14,LB ,CM ,"ML Road Frame-W - Yellow, 38",300.1188,True,Yellow,500,375,540.7545,38,38-40 CM,2.18,2,R ,324.4527,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
418,FR-R72Y-38,14,LB ,CM ,"ML Road Frame-W - Yellow, 38",360.9428,True,Yellow,500,375,594.83,38,38-40 CM,2.18,2,R ,356.898,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2013-07-01,,Current,Road Frames,14,2,2,Components
429,FR-R72Y-40,14,LB ,CM ,"ML Road Frame-W - Yellow, 40",300.1188,True,Yellow,500,375,540.7545,40,38-40 CM,2.22,1,R ,324.4527,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
430,FR-R72Y-40,14,LB ,CM ,"ML Road Frame-W - Yellow, 40",360.9428,True,Yellow,500,375,594.83,40,38-40 CM,2.22,1,R ,356.898,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2013-07-01,,Current,Road Frames,14,2,2,Components
431,FR-R72Y-42,14,LB ,CM ,"ML Road Frame-W - Yellow, 42",300.1188,True,Yellow,500,375,540.7545,42,42-46 CM,2.26,1,R ,324.4527,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
432,FR-R72Y-42,14,LB ,CM ,"ML Road Frame-W - Yellow, 42",360.9428,True,Yellow,500,375,594.83,42,42-46 CM,2.26,1,R ,356.898,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2013-07-01,,Current,Road Frames,14,2,2,Components
433,FR-R72Y-44,14,LB ,CM ,"ML Road Frame-W - Yellow, 44",300.1188,True,Yellow,500,375,540.7545,44,42-46 CM,2.3,1,R ,324.4527,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
434,FR-R72Y-44,14,LB ,CM ,"ML Road Frame-W - Yellow, 44",360.9428,True,Yellow,500,375,594.83,44,42-46 CM,2.3,1,R ,356.898,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2013-07-01,,Current,Road Frames,14,2,2,Components
435,FR-R72Y-48,14,LB ,CM ,"ML Road Frame-W - Yellow, 48",300.1188,True,Yellow,500,375,540.7545,48,48-52 CM,2.34,1,R ,324.4527,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
436,FR-R72Y-48,14,LB ,CM ,"ML Road Frame-W - Yellow, 48",360.9428,True,Yellow,500,375,594.83,48,48-52 CM,2.34,1,R ,356.898,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2013-07-01,,Current,Road Frames,14,2,2,Components
437,FR-R92B-62,14,LB ,CM ,"HL Road Frame - Black, 62",722.2568,True,Black,500,375,1301.3636,62,60-62 CM,2.3,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
438,FR-R92B-62,14,LB ,CM ,"HL Road Frame - Black, 62",868.6342,True,Black,500,375,1431.5,62,60-62 CM,2.3,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01,,Current,Road Frames,14,2,2,Components
439,FR-R92B-44,14,LB ,CM ,"HL Road Frame - Black, 44",722.2568,True,Black,500,375,1301.3636,44,42-46 CM,2.12,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
440,FR-R92B-44,14,LB ,CM ,"HL Road Frame - Black, 44",868.6342,True,Black,500,375,1431.5,44,42-46 CM,2.12,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01,,Current,Road Frames,14,2,2,Components
441,FR-R92B-48,14,LB ,CM ,"HL Road Frame - Black, 48",722.2568,True,Black,500,375,1301.3636,48,48-52 CM,2.16,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
442,FR-R92B-48,14,LB ,CM ,"HL Road Frame - Black, 48",868.6342,True,Black,500,375,1431.5,48,48-52 CM,2.16,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01,,Current,Road Frames,14,2,2,Components
443,FR-R92B-52,14,LB ,CM ,"HL Road Frame - Black, 52",722.2568,True,Black,500,375,1301.3636,52,48-52 CM,2.2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01,2008-12-27,,Road Frames,14,2,2,Components
444,FR-R92B-52,14,LB ,CM ,"HL Road Frame - Black, 52",868.6342,True,Black,500,375,1431.5,52,48-52 CM,2.2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01,,Current,Road Frames,14,2,2,Components
288,FR-M94S-42,12,LB ,CM ,"HL Mountain Frame - Silver, 42",623.8403,True,Silver,500,375,1204.3248,42,42-46 CM,2.72,1,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01,2007-12-28,,Mountain Frames,12,2,2,Components
289,FR-M94S-42,12,LB ,CM ,"HL Mountain Frame - Silver, 42",660.9142,True,Silver,500,375,1240.4545,42,42-46 CM,2.72,1,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01,2008-12-27,,Mountain Frames,12,2,2,Components
290,FR-M94S-42,12,LB ,CM ,"HL Mountain Frame - Silver, 42",747.2002,True,Silver,500,375,1364.5,42,42-46 CM,2.72,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01,,Current,Mountain Frames,12,2,2,Components
291,FR-M94S-44,12,LB ,CM ,"HL Mountain Frame - Silver, 44",706.811,True,Silver,500,375,1364.5,44,42-46 CM,2.76,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01,2007-12-28,,Mountain Frames,12,2,2,Components
292,FR-M94S-52,12,LB ,CM ,"HL Mountain Frame - Silver, 48",706.811,True,Silver,500,375,1364.5,48,48-52 CM,2.8,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01,2007-12-28,,Mountain Frames,12,2,2,Components
293,FR-M94S-46,12,LB ,CM ,"HL Mountain Frame - Silver, 46",623.8403,True,Silver,500,375,1204.3248,46,42-46 CM,2.84,1,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01,2007-12-28,,Mountain Frames,12,2,2,Components
